AsBrS-BiTeI-NM,Janus
AsClS-BiTeI-NM,Janus
AsBrSe-BiTeI-NM,Janus
AsClSe-BiTeI-NM,Janus
AsISe-BiTeI-NM,Janus
AsIS-BiTeI-NM,Janus
AsBrTe-BiTeI-NM,Janus
AsClTe-BiTeI-NM,Janus
AsITe-BiTeI-NM,Janus
BiBrS-BiTeI-NM,Janus
BiClS-BiTeI-NM,Janus
BiBrSe-BiTeI-NM,Janus
BiClSe-BiTeI-NM,Janus
BiISe-BiTeI-NM,Janus
BiIS-BiTeI-NM,Janus
BiBrTe-BiTeI-NM,Janus
BiClTe-BiTeI-NM,Janus
BiITe-BiTeI-NM,Janus
BrSSb-BiTeI-NM,Janus
ClSSb-BiTeI-NM,Janus
BrSbSe-BiTeI-NM,Janus
ClSbSe-BiTeI-NM,Janus
ISbSe-BiTeI-NM,Janus
ISSb-BiTeI-NM,Janus
BrSbTe-BiTeI-NM,Janus
ClSbTe-BiTeI-NM,Janus
ISbTe-BiTeI-NM,Janus
BiWSb-BiTeI-NM,Janus
WBrI-BiTeI-NM,Janus
WSeTe-BiTeI-NM,Janus
WSSe-BiTeI-NM,Janus
BiZrAs-BiTeI-NM,Janus
ZrAsSb-BiTeI-NM,Janus
ZrBrCl-BiTeI-NM,Janus
ZrBrI-BiTeI-NM,Janus
ZrSeTe-BiTeI-NM,Janus
ZrSSe-BiTeI-NM,Janus
ZrSTe-BiTeI-NM,Janus
BiCrAs-BiTeI-NM,Janus
CrAsSb-BiTeI-FM,Janus
CrAsSb-BiTeI-NM,Janus
BiCrSb-BiTeI-FM,Janus
CrBrCl-BiTeI-FM,Janus
CrBrI-BiTeI-FM,Janus
CrClI-BiTeI-FM,Janus
CrSeTe-BiTeI-NM,Janus
CrSSe-BiTeI-NM,Janus
CrSTe-BiTeI-NM,Janus
BiHfAs-BiTeI-NM,Janus
HfAsSb-BiTeI-NM,Janus
BiHfSb-BiTeI-NM,Janus
HfBrCl-BiTeI-NM,Janus
HfBrI-BiTeI-NM,Janus
HfClI-BiTeI-NM,Janus
HfSeTe-BiTeI-NM,Janus
HfSSe-BiTeI-NM,Janus
HfSTe-BiTeI-NM,Janus
BiMoAs-BiTeI-NM,Janus
MoAsSb-BiTeI-NM,Janus
BiMoSb-BiTeI-NM,Janus
MoBrCl-BiTeI-NM,Janus
MoBrI-BiTeI-NM,Janus
MoClI-BiTeI-NM,Janus
MoSeTe-BiTeI-NM,Janus
MoSSe-BiTeI-NM,Janus
MoSTe-BiTeI-NM,Janus
BiNbAs-BiTeI-NM,Janus
NbAsSb-BiTeI-NM,Janus
BiNbSb-BiTeI-NM,Janus
NbBrCl-BiTeI-NM,Janus
NbBrI-BiTeI-NM,Janus
NbClI-BiTeI-NM,Janus
NbSeTe-BiTeI-NM,Janus
NbSSe-BiTeI-NM,Janus
NbSTe-BiTeI-NM,Janus
BiTaAs-BiTeI-NM,Janus
TaAsSb-BiTeI-NM,Janus
BiTaSb-BiTeI-NM,Janus
TaBrCl-BiTeI-NM,Janus
TaBrI-BiTeI-NM,Janus
TaClI-BiTeI-NM,Janus
TaSeTe-BiTeI-NM,Janus
TaSSe-BiTeI-NM,Janus
TaSTe-BiTeI-NM,Janus
BiTiAs-BiTeI-NM,Janus
TiAsSb-BiTeI-NM,Janus
BiTiSb-BiTeI-NM,Janus
TiBrCl-BiTeI-FM,Janus
TiBrCl-BiTeI-NM,Janus
TiBrI-BiTeI-FM,Janus
TiClI-BiTeI-FM,Janus
TiSeTe-BiTeI-NM,Janus
TiSSe-BiTeI-NM,Janus
TiSTe-BiTeI-NM,Janus
BiVAs-BiTeI-NM,Janus
VAsSb-BiTeI-NM,Janus
BiVSb-BiTeI-FM,Janus
BiVSb-BiTeI-NM,Janus
VBrCl-BiTeI-FM,Janus
VBrI-BiTeI-FM,Janus
VClI-BiTeI-FM,Janus
VSeTe-BiTeI-FM,Janus
VSSe-BiTeI-FM,Janus
VSSe-BiTeI-NM,Janus
VSTe-BiTeI-FM,Janus
BiWAs-BiTeI-NM,Janus
WAsSb-BiTeI-NM,Janus
WBrCl-BiTeI-NM,Janus
WClI-BiTeI-NM,Janus
WSTe-BiTeI-NM,Janus
BiZrSb-BiTeI-NM,Janus
ZrClI-BiTeI-NM,Janus
As2-C-NM,Xene
C2-C-NM,Xene
Ge2-C-NM,Xene
Si2-C-NM,Xene
Sn2-C-NM,Xene
Cr2C-CdI2-FM,MXene
Cr2C-CdI2-NM,MXene
Cr2CF2-Ti2CO2-AFM,MXene
Cr2CF2-Ti2CO2-FM,MXene
Cr2CO2-Ti2CO2-AFM,MXene
Cr2CO2-Ti2CO2-FM,MXene
Hf2CF2-Ti2CO2-NM,MXene
Mn2CF2-Ti2CO2-FM,MXene
Mo2CF2-Ti2CO2-NM,MXene
Nb2CF2-Ti2CO2-NM,MXene
Sc2CF2-Ti2CO2-NM,MXene
Ta2CF2-Ti2CO2-NM,MXene
Ti2CF2-Ti2CO2-NM,MXene
V2CF2-Ti2CO2-NM,MXene
W2CF2-Ti2CO2-NM,MXene
Y2CF2-Ti2CO2-NM,MXene
Zr2CF2-Ti2CO2-NM,MXene
Cr2CH2O2-Ti2CH2O2-AFM,MXene
Cr2CH2O2-Ti2CH2O2-FM,MXene
Hf2CH2O2-Ti2CH2O2-NM,MXene
Mn2CH2O2-Ti2CH2O2-FM,MXene
Mo2CH2O2-Ti2CH2O2-NM,MXene
Nb2CH2O2-Ti2CH2O2-NM,MXene
Sc2CH2O2-Ti2CH2O2-NM,MXene
Ta2CH2O2-Ti2CH2O2-NM,MXene
Ti2CH2O2-Ti2CH2O2-NM,MXene
V2CH2O2-Ti2CH2O2-NM,MXene
W2CH2O2-Ti2CH2O2-NM,MXene
Y2CH2O2-Ti2CH2O2-NM,MXene
Zr2CH2O2-Ti2CH2O2-NM,MXene
Hf2C-CdI2-NM,MXene
Hf2CO2-Ti2CO2-NM,MXene
Mn2C-CdI2-FM,MXene
Mn2C-CdI2-AFM,MXene
Mn2CO2-Ti2CO2-AFM,MXene
Mn2CO2-Ti2CO2-FM,MXene
Mo2C-CdI2-NM,MXene
Mo2CO2-Ti2CO2-NM,MXene
Nb2C-CdI2-NM,MXene
Nb2CO2-Ti2CO2-NM,MXene
Sc2CO2-Ti2CO2-FM,MXene
Sc2CO2-Ti2CO2-NM,MXene
Ta2CO2-Ti2CO2-NM,MXene
Ti2CO2-Ti2CO2-NM,MXene
V2CO2-Ti2CO2-NM,MXene
W2CO2-Ti2CO2-NM,MXene
Y2CO2-Ti2CO2-FM,MXene
Zr2CO2-Ti2CO2-NM,MXene
Sc2C-CdI2-NM,MXene
Ta2C-CdI2-NM,MXene
Ti2C-CdI2-AFM,MXene
Ti2C-CdI2-FM,MXene
V2C-CdI2-NM,MXene
W2C-CdI2-NM,MXene
Y2C-CdI2-NM,MXene
Zr2C-CdI2-AFM,MXene
Zr2C-CdI2-FM,MXene
Y2N-CdI2-NM,MXene
Zr2H2NO2-Ti2CH2O2-NM,MXene
Zr2N-CdI2-FM,MXene
Zr2N-CdI2-NM,MXene
Zr2N-CdI2-AFM,MXene
Y2NO2-Ti2CO2-FM,MXene
Zr2F2N-Ti2CO2-NM,MXene
Zr2NO2-Ti2CO2-NM,MXene
Cr2F2N-Ti2CO2-FM,MXene
Cr2H2NO2-Ti2CH2O2-FM,MXene
Cr2NO2-Ti2CO2-FM,MXene
Cr2NO2-Ti2CO2-AFM,MXene
Cr2N-CdI2-NM,MXene
Hf2F2N-Ti2CO2-NM,MXene
Hf2H2NO2-Ti2CH2O2-NM,MXene
Hf2NO2-Ti2CO2-NM,MXene
Hf2N-CdI2-FM,MXene
Hf2N-CdI2-NM,MXene
Mn2F2N-Ti2CO2-FM,MXene
Mn2F2N-Ti2CO2-AFM,MXene
Mn2H2NO2-Ti2CH2O2-FM,MXene
Mn2H2NO2-Ti2CH2O2-AFM,MXene
Mn2NO2-Ti2CO2-FM,MXene
Mn2NO2-Ti2CO2-AFM,MXene
Mn2N-CdI2-FM,MXene
Mo2F2N-Ti2CO2-NM,MXene
Mo2H2NO2-Ti2CH2O2-NM,MXene
Mo2NO2-Ti2CO2-NM,MXene
Mo2N-CdI2-NM,MXene
Nb2F2N-Ti2CO2-NM,MXene
Nb2H2NO2-Ti2CH2O2-NM,MXene
Nb2NO2-Ti2CO2-NM,MXene
Nb2N-CdI2-NM,MXene
Sc2F2N-Ti2CO2-NM,MXene
Sc2H2NO2-Ti2CH2O2-NM,MXene
Sc2NO2-Ti2CO2-NM,MXene
Sc2N-CdI2-NM,MXene
Ta2F2N-Ti2CO2-NM,MXene
Ta2H2NO2-Ti2CH2O2-NM,MXene
Ta2NO2-Ti2CO2-NM,MXene
Ta2N-CdI2-NM,MXene
Ti2F2N-Ti2CO2-NM,MXene
Ti2H2NO2-Ti2CH2O2-NM,MXene
Ti2NO2-Ti2CO2-NM,MXene
Ti2N-CdI2-FM,MXene
Ti2N-CdI2-AFM,MXene
V2F2N-Ti2CO2-AFM,MXene
V2H2NO2-Ti2CH2O2-NM,MXene
V2H2NO2-Ti2CH2O2-AFM,MXene
V2NO2-Ti2CO2-AFM,MXene
V2N-CdI2-NM,MXene
W2F2N-Ti2CO2-NM,MXene
W2H2NO2-Ti2CH2O2-NM,MXene
W2NO2-Ti2CO2-NM,MXene
W2N-CdI2-NM,MXene
Y2F2N-Ti2CO2-NM,MXene
Y2H2NO2-Ti2CH2O2-NM,MXene
Cr3C2-Ti3C2-FM,MXene
Cr3C2F2-Ti3C2O2-FM,MXene
Cr3C2O2-Ti3C2O2-FM,MXene
Hf3C2F2-Ti3C2O2-NM,MXene
Mn3C2F2-Ti3C2O2-FM,MXene
Mo3C2F2-Ti3C2O2-NM,MXene
Nb3C2F2-Ti3C2O2-NM,MXene
Sc3C2F2-Ti3C2O2-FM,MXene
Sc3C2F2-Ti3C2O2-NM,MXene
Ta3C2F2-Ti3C2O2-NM,MXene
Ti3C2F2-Ti3C2O2-NM,MXene
V3C2F2-Ti3C2O2-NM,MXene
W3C2F2-Ti3C2O2-NM,MXene
Y3C2F2-Ti3C2O2-FM,MXene
Y3C2F2-Ti3C2O2-NM,MXene
Zr3C2F2-Ti3C2O2-NM,MXene
Cr3C2H2O2-Ti3C2H2O2-FM,MXene
Hf3C2H2O2-Ti3C2H2O2-NM,MXene
Mn3C2H2O2-Ti3C2H2O2-FM,MXene
Mo3C2H2O2-Ti3C2H2O2-NM,MXene
Nb3C2H2O2-Ti3C2H2O2-NM,MXene
Sc3C2H2O2-Ti3C2H2O2-FM,MXene
Sc3C2H2O2-Ti3C2H2O2-NM,MXene
Ta3C2H2O2-Ti3C2H2O2-NM,MXene
Ti3C2H2O2-Ti3C2H2O2-NM,MXene
V3C2H2O2-Ti3C2H2O2-NM,MXene
W3C2H2O2-Ti3C2H2O2-NM,MXene
Y3C2H2O2-Ti3C2H2O2-FM,MXene
Y3C2H2O2-Ti3C2H2O2-NM,MXene
Zr3C2H2O2-Ti3C2H2O2-NM,MXene
Hf3C2-Ti3C2-FM,MXene
Hf3C2O2-Ti3C2O2-NM,MXene
Mn3C2-Ti3C2-FM,MXene
Mn3C2O2-Ti3C2O2-FM,MXene
Mo3C2-Ti3C2-NM,MXene
Mo3C2O2-Ti3C2O2-NM,MXene
Nb3C2-Ti3C2-NM,MXene
Nb3C2O2-Ti3C2O2-NM,MXene
Sc3C2O2-Ti3C2O2-NM,MXene
Ta3C2O2-Ti3C2O2-NM,MXene
Ti3C2O2-Ti3C2O2-NM,MXene
V3C2O2-Ti3C2O2-NM,MXene
W3C2O2-Ti3C2O2-NM,MXene
Y3C2O2-Ti3C2O2-NM,MXene
Zr3C2O2-Ti3C2O2-NM,MXene
Sc3C2-Ti3C2-NM,MXene
Ta3C2-Ti3C2-NM,MXene
Ti3C2-Ti3C2-FM,MXene
V3C2-Ti3C2-NM,MXene
W3C2-Ti3C2-NM,MXene
Y3C2-Ti3C2-NM,MXene
Zr3C2-Ti3C2-FM,MXene
Cr3N2O2-Ti3C2O2-FM,MXene
Cr3N2O2-Ti3C2O2-NM,MXene
Cr3N2-Ti3C2-FM,MXene
Cr3N2-Ti3C2-NM,MXene
Hf3F2N2-Ti3C2O2-NM,MXene
Hf3H2N2O2-Ti3C2H2O2-NM,MXene
Hf3N2O2-Ti3C2O2-NM,MXene
Hf3N2-Ti3C2-FM,MXene
Hf3N2-Ti3C2-NM,MXene
Mn3F2N2-Ti3C2O2-FM,MXene
Mn3H2N2O2-Ti3C2H2O2-FM,MXene
Mn3N2-Ti3C2-FM,MXene
Mo3F2N2-Ti3C2O2-NM,MXene
Mo3H2N2O2-Ti3C2H2O2-NM,MXene
Mo3N2O2-Ti3C2O2-NM,MXene
Mo3N2-Ti3C2-NM,MXene
Nb3F2N2-Ti3C2O2-NM,MXene
Nb3H2N2O2-Ti3C2H2O2-NM,MXene
Nb3N2O2-Ti3C2O2-NM,MXene
Nb3N2-Ti3C2-NM,MXene
Sc3F2N2-Ti3C2O2-NM,MXene
Sc3H2N2O2-Ti3C2H2O2-NM,MXene
Sc3N2O2-Ti3C2O2-FM,MXene
Sc3N2O2-Ti3C2O2-NM,MXene
Sc3N2-Ti3C2-FM,MXene
Sc3N2-Ti3C2-NM,MXene
Ta3F2N2-Ti3C2O2-NM,MXene
Ta3H2N2O2-Ti3C2H2O2-NM,MXene
Ta3N2O2-Ti3C2O2-NM,MXene
Ta3N2-Ti3C2-NM,MXene
Ti3F2N2-Ti3C2O2-FM,MXene
Ti3F2N2-Ti3C2O2-NM,MXene
Ti3H2N2O2-Ti3C2H2O2-NM,MXene
Ti3N2O2-Ti3C2O2-NM,MXene
Ti3N2-Ti3C2-FM,MXene
Ti3N2-Ti3C2-NM,MXene
V3F2N2-Ti3C2O2-FM,MXene
V3F2N2-Ti3C2O2-NM,MXene
V3H2N2O2-Ti3C2H2O2-FM,MXene
V3H2N2O2-Ti3C2H2O2-NM,MXene
V3N2O2-Ti3C2O2-FM,MXene
V3N2-Ti3C2-FM,MXene
V3N2-Ti3C2-NM,MXene
W3F2N2-Ti3C2O2-NM,MXene
W3H2N2O2-Ti3C2H2O2-NM,MXene
W3N2O2-Ti3C2O2-NM,MXene
W3N2-Ti3C2-NM,MXene
Y3F2N2-Ti3C2O2-NM,MXene
Y3H2N2O2-Ti3C2H2O2-FM,MXene
Y3H2N2O2-Ti3C2H2O2-NM,MXene
Y3N2O2-Ti3C2O2-FM,MXene
Y3N2-Ti3C2-NM,MXene
Zr3F2N2-Ti3C2O2-NM,MXene
Zr3H2N2O2-Ti3C2H2O2-NM,MXene
Zr3N2O2-Ti3C2O2-NM,MXene
Zr3N2-Ti3C2-FM,MXene
Zr3N2-Ti3C2-NM,MXene
Cr4C3-Ti4C3-FM,MXene
Cr4C3F2-Ti4C3O2-FM,MXene
Cr4C3O2-Ti4C3O2-FM,MXene
Hf4C3F2-Ti4C3O2-NM,MXene
Mn4C3F2-Ti4C3O2-FM,MXene
Mo4C3F2-Ti4C3O2-NM,MXene
Nb4C3F2-Ti4C3O2-NM,MXene
Sc4C3F2-Ti4C3O2-NM,MXene
Ta4C3F2-Ti4C3O2-NM,MXene
Ti4C3F2-Ti4C3O2-NM,MXene
V4C3F2-Ti4C3O2-NM,MXene
W4C3F2-Ti4C3O2-NM,MXene
Y4C3F2-Ti4C3O2-NM,MXene
Zr4C3F2-Ti4C3O2-NM,MXene
Cr4C3H2O2-Ti4C3H2O2-FM,MXene
Hf4C3H2O2-Ti4C3H2O2-NM,MXene
Mn4C3H2O2-Ti4C3H2O2-FM,MXene
Mo4C3H2O2-Ti4C3H2O2-NM,MXene
Nb4C3H2O2-Ti4C3H2O2-NM,MXene
Sc4C3H2O2-Ti4C3H2O2-NM,MXene
Ta4C3H2O2-Ti4C3H2O2-NM,MXene
Ti4C3H2O2-Ti4C3H2O2-NM,MXene
V4C3H2O2-Ti4C3H2O2-NM,MXene
W4C3H2O2-Ti4C3H2O2-NM,MXene
Y4C3H2O2-Ti4C3H2O2-NM,MXene
Zr4C3H2O2-Ti4C3H2O2-NM,MXene
Hf4C3-Ti4C3-FM,MXene
Hf4C3-Ti4C3-NM,MXene
Hf4C3O2-Ti4C3O2-NM,MXene
Mn4C3-Ti4C3-FM,MXene
Mn4C3O2-Ti4C3O2-FM,MXene
Mo4C3-Ti4C3-NM,MXene
Mo4C3O2-Ti4C3O2-NM,MXene
Nb4C3-Ti4C3-NM,MXene
Nb4C3O2-Ti4C3O2-NM,MXene
Sc4C3O2-Ti4C3O2-NM,MXene
Ta4C3O2-Ti4C3O2-NM,MXene
Ti4C3O2-Ti4C3O2-NM,MXene
V4C3O2-Ti4C3O2-NM,MXene
W4C3O2-Ti4C3O2-NM,MXene
Y4C3O2-Ti4C3O2-FM,MXene
Y4C3O2-Ti4C3O2-NM,MXene
Zr4C3O2-Ti4C3O2-NM,MXene
Sc4C3-Ti4C3-NM,MXene
Ta4C3-Ti4C3-NM,MXene
Ti4C3-Ti4C3-FM,MXene
V4C3-Ti4C3-NM,MXene
W4C3-Ti4C3-NM,MXene
Y4C3-Ti4C3-NM,MXene
Zr4C3-Ti4C3-FM,MXene
Cr4F2N3-Ti4C3O2-FM,MXene
Cr4H2N3O2-Ti4C3H2O2-FM,MXene
Cr4N3O2-Ti4C3O2-FM,MXene
Cr4N3-Ti4C3-FM,MXene
Hf4F2N3-Ti4C3O2-NM,MXene
Hf4H2N3O2-Ti4C3H2O2-NM,MXene
Hf4N3O2-Ti4C3O2-NM,MXene
Hf4N3-Ti4C3-FM,MXene
Hf4N3-Ti4C3-NM,MXene
Mn4H2N3O2-Ti4C3H2O2-FM,MXene
Mn4N3O2-Ti4C3O2-FM,MXene
Mn4N3-Ti4C3-FM,MXene
Mo4F2N3-Ti4C3O2-NM,MXene
Mo4H2N3O2-Ti4C3H2O2-NM,MXene
Mo4N3O2-Ti4C3O2-FM,MXene
Mo4N3O2-Ti4C3O2-NM,MXene
Mo4N3-Ti4C3-NM,MXene
Nb4F2N3-Ti4C3O2-NM,MXene
Nb4H2N3O2-Ti4C3H2O2-NM,MXene
Nb4N3O2-Ti4C3O2-NM,MXene
Nb4N3-Ti4C3-NM,MXene
Sc4F2N3-Ti4C3O2-NM,MXene
Sc4H2N3O2-Ti4C3H2O2-NM,MXene
Sc4N3O2-Ti4C3O2-NM,MXene
Sc4N3-Ti4C3-FM,MXene
Ta4F2N3-Ti4C3O2-NM,MXene
Ta4H2N3O2-Ti4C3H2O2-NM,MXene
Ta4N3O2-Ti4C3O2-NM,MXene
Ta4N3-Ti4C3-NM,MXene
Ti4F2N3-Ti4C3O2-NM,MXene
Ti4H2N3O2-Ti4C3H2O2-NM,MXene
Ti4N3O2-Ti4C3O2-NM,MXene
Ti4N3-Ti4C3-FM,MXene
Ti4N3-Ti4C3-NM,MXene
V4F2N3-Ti4C3O2-FM,MXene
V4F2N3-Ti4C3O2-NM,MXene
V4H2N3O2-Ti4C3H2O2-NM,MXene
V4N3O2-Ti4C3O2-FM,MXene
V4N3O2-Ti4C3O2-NM,MXene
V4N3-Ti4C3-NM,MXene
W4F2N3-Ti4C3O2-NM,MXene
W4H2N3O2-Ti4C3H2O2-NM,MXene
W4N3O2-Ti4C3O2-NM,MXene
W4N3-Ti4C3-NM,MXene
Y4F2N3-Ti4C3O2-NM,MXene
Y4H2N3O2-Ti4C3H2O2-NM,MXene
Y4N3O2-Ti4C3O2-NM,MXene
Y4N3-Ti4C3-NM,MXene
Zr4F2N3-Ti4C3O2-NM,MXene
Zr4H2N3O2-Ti4C3H2O2-NM,MXene
Zr4N3O2-Ti4C3O2-NM,MXene
Zr4N3-Ti4C3-FM,MXene
Zr4N3-Ti4C3-NM,MXene
BiCrAs-MoSSe-FM,Janus
CrAsSb-MoSSe-FM,Janus
CrAsSb-MoSSe-NM,Janus
BiCrSb-MoSSe-FM,Janus
CrBrCl-MoSSe-FM,Janus
CrBrI-MoSSe-FM,Janus
CrClI-MoSSe-FM,Janus
CrSeTe-MoSSe-NM,Janus
CrSSe-MoSSe-NM,Janus
CrSTe-MoSSe-NM,Janus
BiHfAs-MoSSe-NM,Janus
HfAsSb-MoSSe-NM,Janus
BiHfSb-MoSSe-NM,Janus
HfBrCl-MoSSe-NM,Janus
HfBrI-MoSSe-NM,Janus
HfClI-MoSSe-NM,Janus
HfSeTe-MoSSe-NM,Janus
HfSSe-MoSSe-NM,Janus
HfSTe-MoSSe-NM,Janus
BiMoAs-MoSSe-NM,Janus
MoAsSb-MoSSe-NM,Janus
BiMoSb-MoSSe-NM,Janus
MoBrCl-MoSSe-NM,Janus
MoBrI-MoSSe-FM,Janus
MoClI-MoSSe-NM,Janus
MoSeTe-MoSSe-NM,Janus
MoSSe-MoSSe-NM,Janus
MoSTe-MoSSe-NM,Janus
BiNbAs-MoSSe-NM,Janus
NbAsSb-MoSSe-NM,Janus
BiNbSb-MoSSe-NM,Janus
NbBrCl-MoSSe-NM,Janus
NbBrI-MoSSe-NM,Janus
NbClI-MoSSe-NM,Janus
NbSeTe-MoSSe-FM,Janus
NbSeTe-MoSSe-NM,Janus
NbSSe-MoSSe-NM,Janus
NbSTe-MoSSe-FM,Janus
NbSTe-MoSSe-NM,Janus
BiTaAs-MoSSe-NM,Janus
TaAsSb-MoSSe-NM,Janus
BiTaSb-MoSSe-NM,Janus
TaBrCl-MoSSe-NM,Janus
TaBrI-MoSSe-NM,Janus
TaClI-MoSSe-NM,Janus
TaSeTe-MoSSe-NM,Janus
TaSSe-MoSSe-NM,Janus
TaSTe-MoSSe-FM,Janus
TaSTe-MoSSe-NM,Janus
BiTiAs-MoSSe-NM,Janus
TiAsSb-MoSSe-NM,Janus
BiTiSb-MoSSe-NM,Janus
TiBrCl-MoSSe-NM,Janus
TiBrI-MoSSe-NM,Janus
TiClI-MoSSe-NM,Janus
TiSeTe-MoSSe-NM,Janus
TiSSe-MoSSe-NM,Janus
TiSTe-MoSSe-NM,Janus
BiVAs-MoSSe-NM,Janus
VAsSb-MoSSe-NM,Janus
BiVSb-MoSSe-NM,Janus
VBrCl-MoSSe-FM,Janus
VBrI-MoSSe-FM,Janus
VClI-MoSSe-FM,Janus
VSeTe-MoSSe-FM,Janus
VSSe-MoSSe-FM,Janus
VSTe-MoSSe-FM,Janus
BiWAs-MoSSe-NM,Janus
WAsSb-MoSSe-NM,Janus
BiWSb-MoSSe-NM,Janus
WBrCl-MoSSe-NM,Janus
WBrI-MoSSe-NM,Janus
WClI-MoSSe-NM,Janus
WSeTe-MoSSe-NM,Janus
WSSe-MoSSe-NM,Janus
WSTe-MoSSe-NM,Janus
