Ag2O2-AuSe-NM,NM
Ag2S2-AuSe-NM,NM
Ag2Se2-AuSe-NM,NM
Ag2Te2-AuSe-NM,NM
Au2O2-AuSe-NM,NM
Au2S2-AuSe-NM,NM
Au2Se2-AuSe-NM,NM
Au2Te2-AuSe-NM,NM
Co2O2-AuSe-FM,FM
Co2S2-NiSe-FM,FM
Co2S2-NiSe-NM,NM
Co2Se2-NiSe-FM,FM
Co2Se2-NiSe-NM,NM
Co2Te2-NiSe-FM,FM
Co2Te2-NiSe-NM,NM
Cr2O2-RhO-FM,FM
Cr2S2-NiSe-AFM,AFM
Cr2Se2-NiSe-AFM,AFM
Cr2Te2-NiSe-AFM,AFM
Cu2O2-AuSe-NM,NM
Cu2S2-AuSe-NM,NM
Cu2Se2-AuSe-NM,NM
Cu2Te2-NiSe-NM,NM
Fe2O2-AuSe-FM,FM
Fe2S2-NiSe-FM,FM
Fe2Se2-NiSe-FM,FM
Fe2Te2-NiSe-FM,FM
Hf2O2-AuSe-FM,FM
Hf2O2-AuSe-NM,NM
Hf2S2-AuSe-FM,FM
Hf2S2-AuSe-NM,NM
Hf2Se2-NiSe-NM,NM
Hf2Te2-NiSe-NM,NM
Ir2O2-AuSe-NM,NM
Ir2S2-NiSe-NM,NM
Ir2Se2-AuSe-NM,NM
Ir2Te2-NiSe-NM,NM
Mn2O2-AuSe-FM,FM
Mn2S2-NiSe-AFM,AFM
Mn2Se2-NiSe-FM,FM
Mn2Te2-NiSe-FM,FM
Mo2O2-RhO-FM,FM
Mo2O2-RhO-NM,NM
Mo2S2-Undefined-NM,NM
Mo2Se2-Undefined-NM,NM
Mo2Te2-Undefined-NM,NM
Nb2O2-RhO-NM,NM
Nb2S2-NiSe-NM,NM
Nb2Se2-NiSe-NM,NM
Nb2Te2-NiSe-NM,NM
Ni2O2-AuSe-FM,FM
Ni2O2-AuSe-NM,NM
Ni2S2-NiSe-FM,FM
Ni2Se2-NiSe-FM,FM
Ni2Te2-NiSe-FM,FM
Os2O2-RhO-NM,NM
Os2S2-RhO-NM,NM
Os2Se2-RhO-NM,NM
Os2Te2-Undefined-NM,NM
Pb2O2-Undefined-NM,NM
Pb2Se2-RhO-NM,NM
Pb2Te2-AuSe-NM,NM
Pt2O2-AuSe-NM,NM
Pt2S2-AuSe-NM,NM
Pt2Se2-NiSe-NM,NM
Pt2Te2-NiSe-NM,NM
Re2O2-RhO-NM,NM
Re2S2-RhO-NM,NM
Re2Se2-RhO-NM,NM
Re2Te2-Undefined-NM,NM
Rh2O2-RhO-NM,NM
Rh2S2-AuSe-NM,NM
Rh2Se2-AuSe-NM,NM
Rh2Te2-NiSe-NM,NM
Ru2O2-RhO-NM,NM
Ru2S2-RhO-NM,NM
Ru2Se2-RhO-NM,NM
Ru2Te2-Undefined-NM,NM
Sc2O2-AuSe-FM,FM
Sc2O2-AuSe-NM,NM
Sc2S2-AuSe-NM,NM
Sc2Se2-NiSe-FM,FM
Sc2Se2-NiSe-NM,NM
Sc2Te2-NiSe-FM,FM
Sc2Te2-NiSe-NM,NM
Ta2O2-RhO-NM,NM
Ta2S2-NiSe-NM,NM
Ta2Se2-NiSe-NM,NM
Ta2Te2-NiSe-NM,NM
Ti2O2-AuSe-FM,FM
Ti2O2-AuSe-NM,NM
Ti2S2-NiSe-NM,NM
Ti2Se2-NiSe-NM,NM
Ti2Te2-NiSe-NM,NM
V2O2-RhO-NM,NM
V2S2-NiSe-FM,FM
V2S2-NiSe-NM,NM
V2S2-NiSe-AFM,AFM
V2Se2-NiSe-NM,NM
V2Se2-NiSe-AFM,AFM
V2Te2-NiSe-FM,FM
V2Te2-NiSe-NM,NM
W2O2-AuSe-NM,NM
W2S2-AuSe-NM,NM
W2Se2-NiSe-NM,NM
W2Te2-NiSe-NM,NM
Zr2O2-AuSe-FM,FM
Zr2O2-AuSe-NM,NM
Zr2S2-NiSe-NM,NM
Zr2Se2-NiSe-NM,NM
Zr2Te2-NiSe-NM,NM
AlAs-BN-NM,NM
AlN-BN-NM,NM
AlSb-GeSe-NM,NM
AsB-BN-NM,NM
BN-BN-NM,NM
BP-BN-NM,NM
BSb-BN-NM,NM
GaAs-GeSe-NM,NM
GaN-BN-NM,NM
GaP-GeSe-NM,NM
GeO-GeSe-NM,NM
GeS-GeSe-NM,NM
GeSe-GeSe-NM,NM
GeTe-GeSe-NM,NM
HgO-BN-NM,NM
HgS-BN-NM,NM
HgSe-GeSe-NM,NM
HgTe-GeSe-NM,NM
InAs-GeSe-NM,NM
InN-BN-NM,NM
InP-GeSe-NM,NM
