Ag2O2-AuSe-NM,-0.7529729305995662
Ag2S2-AuSe-NM,0.6221547627437568
Ag2Se2-AuSe-NM,0.5763007130613207
Ag2Te2-AuSe-NM,0.7559044711005394
Au2O2-AuSe-NM,-2.2327515612636843
Au2S2-AuSe-NM,-1.0271479602700502
Au2Se2-AuSe-NM,-1.1254242662838427
Au2Te2-AuSe-NM,-0.6580913843961971
Cu2S2-AuSe-NM,0.7288650075702797
Cu2Se2-AuSe-NM,0.6539581575514287
AlAs-BN-NM,-11.286740861546434
AlN-BN-NM,-4.296274561443256
AlSb-GeSe-NM,-12.259688807480016
AsB-BN-NM,-1.30529503993547
BN-BN-NM,-5.883309823790403
BP-BN-NM,-0.9174843842741257
BSb-BN-NM,-1.0645297698057203
GaAs-GeSe-NM,-12.622005125656907
GaN-BN-NM,-10.305450747162894
GaP-GeSe-NM,-14.58293649435631
GeO-GeSe-NM,2.89361003778316
GeS-GeSe-NM,-0.2144912555407081
GeSe-GeSe-NM,-0.36014238816177824
GeTe-GeSe-NM,-0.6081426308462449
HgTe-GeSe-NM,-5.183232969655642
InAs-GeSe-NM,-9.834006406507616
InN-BN-NM,-8.29837117841677
InP-GeSe-NM,-11.399095692867675
InSb-GeSe-NM,-9.350226848903889
PbO-GeSe-NM,2.571125224470054
PbS-GeSe-NM,-4.2047921899401
PbSe-GeSe-NM,-4.430652255071434
PbTe-GeSe-NM,-4.625677150697914
SnO-GeSe-NM,3.542977013216262
SnS-GeSe-NM,0.6444417328414901
SnSe-GeSe-NM,1.6523372743593507
SnTe-GeSe-NM,-0.07177808330273837
AsBrS-BiTeI-NM,-6.604808710528855
AsClS-BiTeI-NM,-7.243084636113623
AsBrSe-BiTeI-NM,-7.013282484789237
AsClSe-BiTeI-NM,-7.473951150333797
AsISe-BiTeI-NM,-6.166469155302708
AsIS-BiTeI-NM,-5.627176068636797
AsBrTe-BiTeI-NM,-7.2472115562589225
AsClTe-BiTeI-NM,-7.586195848033651
AsITe-BiTeI-NM,-6.294589836440578
BiBrS-BiTeI-NM,-3.1751013543443922
BiClS-BiTeI-NM,-3.05850291354881
BiBrSe-BiTeI-NM,-3.68145879328884
BiClSe-BiTeI-NM,-3.992174762388491
BiISe-BiTeI-NM,-3.3702888102727258
BiIS-BiTeI-NM,-2.921882317276975
BiBrTe-BiTeI-NM,-4.0784242286336845
BiClTe-BiTeI-NM,-3.865862629410778
BiITe-BiTeI-NM,2.4595812264079897
BrSSb-BiTeI-NM,-4.813042760265178
ClSSb-BiTeI-NM,-4.972186231128878
